Ano,Mês,Data,Bairro
2015,Julho,4/7/2015,Areias
2015,Julho,4/7/2015,Areias
2015,Julho,5/7/2015,Passarinho
2015,Julho,5/7/2015,Várzea
2015,Julho,6/7/2015,Várzea
2015,Julho,6/7/2015,Passarinho
2015,Julho,6/7/2015,Caxangá
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Julho,9/7/2015,Areias
2015,Novembro,11/11/2015,Areias
2015,Novembro,11/11/2015,Areias
2015,Novembro,11/11/2015,Areias
2015,Novembro,11/11/2015,Areias
2015,Novembro,24/11/2015,Areias
2015,Novembro,24/11/2015,Areias
2015,Dezembro,28/12/2015,Cordeiro
2016,Janeiro,11/1/2016,Várzea
2016,Março,24/3/2016,Campina do Barreto
2016,Março,24/3/2016,Cacote
2016,Abril,17/4/2016,Beberibe
2016,Abril,17/4/2016,Caxangá
2016,Abril,17/4/2016,Dois Unidos
2016,Abril,17/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Jd. São Paulo
2016,Abril,16/4/2016,Caxangá
2016,Abril,16/4/2016,Jd. São Paulo
2016,Abril,16/4/2016,Jd. São Paulo
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Caxangá
2016,Abril,16/4/2016,Cajueiro
2016,Abril,16/4/2016,Cordeiro
2016,Abril,16/4/2016,Caxangá
2016,Abril,16/4/2016,Campina do Barreto
2016,Abril,16/4/2016,Beberibe
2016,Abril,16/4/2016,Beberibe
2016,Abril,17/4/2016,Caxangá
2016,Abril,17/4/2016,Beberibe
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,16/4/2016,Linha do Tiro
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,18/4/2016,Caxangá
2016,Abril,29/4/2016,Imbiribeira
2016,Junho,30/5/2016,Brejo de Beberibe
2016,Maio,6/5/2016,Campina do Barreto
2016,Maio,9/5/2016,Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Linha do Tiro
2016,Maio,9/5/2016,Linha do Tiro
2016,Maio,9/5/2016,Linha do Tiro
2016,Maio,9/5/2016,Arruda
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Brejo de Beberibe
2016,Maio,9/5/2016,Linha do Tiro
2016,Maio,9/5/2016,Linha do Tiro
2016,Maio,9/5/2016,Linha do Tiro
2016,Maio,10/5/2016,Caxangá
2016,Maio,10/5/2016,Campina do Barreto
2016,Maio,30/5/2016,Linha do Tiro
2016,Maio,30/5/2016,Totó
2016,Maio,30/5/2016,Estância
2016,Maio,30/5/2016,Linha do Tiro
2016,Maio,30/5/2016,Totó
2016,Maio,30/5/2016,Totó
2016,Maio,30/5/2016,Estância
2016,Maio,30/5/2016,Estância
2016,Maio,30/5/2016,Caxangá
2016,Maio,30/5/2016,Caxangá
2016,Maio,30/5/2016,Caxangá
2016,Junho,30/5/2016,Brejo de Beberibe
2017,Abril,5/4/2017,San Martin
2017,Abril,5/4/2017,San Martin
2017,Abril,5/4/2017,San Martin
2017,Abril,5/4/2017,San Martin
2017,Abril,11/4/2017,Linha do Tiro
2017,Abril,13/4/2017,Caxangá
2017,Abril,13/4/2017,Caxangá
2017,Maio,8/5/2017,Linha do Tiro
2017,Maio,8/5/2017,Linha do Tiro
2017,Maio,8/5/2017,Linha do Tiro
2017,Maio,8/5/2017,Linha do Tiro
2017,Maio,8/5/2017,Linha do Tiro
2017,Maio,8/5/2017,Linha do Tiro
2017,Maio,8/5/2017,Linha do Tiro
2017,Maio,31/5/2017,Várzea
2017,Maio,31/5/2017,Linha do Tiro
2017,Maio,31/5/2017,Linha do Tiro
2017,Maio,31/5/2017,Linha do Tiro
2017,Maio,31/5/2017,Linha do Tiro
2017,Maio,31/5/2017,Campina do Barreto
2017,Maio,31/5/2017,Campina do Barreto
2017,Maio,31/5/2017,Caxangá
2017,Maio,31/5/2017,Boa Viagem
2017,Maio,31/5/2017,Várzea
2017,Maio,31/5/2017,Várzea
2018,Abril,19/4/2018,Brejo de Beberibe
2018,Abril,19/4/2018,Brejo de Beberibe
2019,Janeiro,28/1/2019,Afogados
2019,Janeiro,28/1/2019,Boa Viagem
2019,Janeiro,28/1/2019,Dois Unidos
2019,Fevereiro,6/2/2019,Linha do Tiro
2019,Junho,13/6/2019,Arruda
2019,Junho,13/6/2019,Jiquiá
2019,Junho,13/6/2019,Jd. São Paulo
2019,Junho,13/6/2019,Linha do Tiro
2019,Junho,14/6/2019,Torre
2019,Junho,14/6/2019,Estância
2019,Junho,14/6/2019,Coqueiral
2019,Junho,14/6/2019,São José
2019,Junho,14/6/2019,São José
2019,Junho,14/6/2019,Ipsep
2019,Junho,14/6/2019,Jd. São Paulo
2019,Junho,14/6/2019,Jd. São Paulo
2019,Junho,14/6/2019,Coqueiral
2019,Junho,14/6/2019,Coqueiral
2019,Junho,14/6/2019,Coqueiral
2019,Julho,24/7/2019,Linha do Tiro
2019,Julho,24/7/2019,Linha do Tiro
2019,Julho,26/7/2019,Jd. São Paulo
2019,Julho,26/7/2019,Várzea
2019,Julho,26/7/2019,Várzea
